00041277487934F740A0F991D4F924952E55E7FF1AB3CFC467E22A0985FCF189,1,99,57,2,501.6,5,8,1183.68,400,.96,0,1061.4,96,0,51.2,0,1799.17
00047D09C998FB8D573E6B3CA56E31A074FD8C1713E0A1B9A62F1D70846774B9,1,55,86,2,1304.2,5,6,1232.62,500,.92,1,2629.66,60,0,134,0,2765.11
0004A6255E4746BD21A3DAFB7C2B853E2ACFBA09102391AA38BD79A09F1440BF,0,10,40,2,466.75,5,10,171.76,600,.85,0,3724.58,0,0,92,0,2711.59
000A2BB7C19024852DFCCD836D1B2E016BF5E27CE4B7497F7BB08EA92E4A3070,0,30,53,2,1008,5,13,1084.83,500,.9,0,1472.8,165.75,0,95.2,0,1975.12
00142E157FFA2D645EC1D22ADB7D9F33A9432B3DD17E498BC782817B67C442AF,1,55,75,1,1335,5,11,3037.77,400,.96,0,3122.1,99,0,79.2,0,5476.92
0025744504EDB6DF9D3BDD4484C76EF702AE711BD6F552DEEA00FFB5588A604B,1,10,71,1,1261.17,5,9,970.82,350,.96,0,4821.37,121.5,0,63,0,3999.84
002F5C25FDFF2AA7B8C3286096C4A8E722081A7FDDAC14A10E13D43636710B91,1,10,62,2,993.95,5,9,1093.3,400,.96,0,2858.45,114.75,0,68,0,3465.62
002F5C25FDFF2AA7B8C3286096C4A8E77D382CAF1D068E91FBD2636779899B8E,1,99,66,2,1051.6,5,7,849.1,400,.96,0,1437.6,89.25,0,54.4,0,1841.44
002F5C25FDFF2AA7B8C3286096C4A8E7950A4FB0702E05CD8147ADF089942D1A,1,99,51,2,1136.92,5,12,928.94,500,.92,0,4358.5,360,0,96,0,4328.16
003190A622D258E3B7864013D6BC4CC64CB0FAEB9BEAB14DCEC99FB72D29C78A,1,99,62,1,893.7,5,10,494.12,400,.96,0,2910.65,0,0,79.2,0,2733.27
0039BB661EFDAAE8EEAB5A8A418CC6F96E476BA4383460BFBA826624B2D9330D,1,99,59,2,537.1,5,8,302.48,400,.96,0,4314.7,120,0,64,0,3654.87
00467F3DA4367B09DF957DAC260FC0479FC82EE1A98A891928994D7B50CA3595,1,10,76,2,251,5,14,1794.89,500,.92,0,3688.5,0,0,112,0,4445.84
004D8694BD4ACE90A8DBC1D6F99F1931275A08B9BB4E47F7C4472ED89ACCD3B7,1,10,66,2,951,5,7,997.4,400,.92,1,5493.5,210,0,56,0,5326.69
009C8188D963956CC6405D4FD0208A4E34288A90EF2E3ED055A2D6DDDBE78067,1,10,62,2,688.08,5,13,715.16,350,.96,0,1952,144,0,153.6,0,2405.64
00AB933BDD821546340D2985C557BDC5,1,10,69,2,27.71,5,26,0,0,.96,0,616.2,54,0,28.8,0,671.04
00B0967FE185D68F0C636F5C35E14FEDB81DE0A6E75B3202CFCCCED2E7FAD712,1,10,61,2,706,5,14,1136.45,350,.96,0,3928.14,135,0,108,0,4312.53
00B174F0CE4576DC53511108913463DF6DE2E4192ED4C8F87A9785BDB3141173,1,30,79,1,2317.2,5,13,2376.05,450,.92,0,7584.28,0,0,120,0,8506.98
00B174F0CE4576DC53511108913463DF6E016E8D5EDB06CB2AB3A796E885B6FD,1,10,63,2,1292.08,5,14,21537.26,600,.88,1,8198.96,0,0,141.76,0,24010.61
00B973FCB6688C26D80926186BCDFD8ADD7C4468DC74F277D4899438F422608D,1,10,77,2,459.5,5,8,2583.72,500,.92,1,2143.55,135,0,153,0,3805.68
00BD75D0664778ED8C136A6DE9BCFDF541DF996A6E05E636DACB76026957FD19,1,56,57,2,1382,5,7,3191.81,500,.92,0,2005.95,0,0,70,0,3962.97
00D16DBC71460F97635664CB61E22D514A61A08344AD84237A12AE88379876E4,1,56,80,2,616,5,8,2190.8,500,.92,1,1940.5,120,0,64,0,3095.4
00E31C92416B0089AE06C028FF4A360EC0953FB1D8A7B58884A25AA33FD912C6,0,10,58,1,1027.08,5,6,1482.14,500,.9,0,1062.82,90,0,56,0,1832.11
00E3906AFE716871B2FB8A02A0AC338386E136A38B2879D74A3F8151718A4CD9,1,55,77,1,1375.2,5,6,289.37,350,.96,0,2651.38,63,0,49,0,2276.22
00E3906AFE716871B2FB8A02A0AC3383E774D2917EEA821C27621377BD74B3A9,1,10,85,2,643,5,17,3246.18,450,.92,0,4807.79,0,0,234,0,6365.76
00E7E0AED8B52F121D5BCB4D1F8DCE91F60F5098D11A32AC76EEBD4421F44463,1,99,72,2,1438,5,25,1844.54,500,.92,0,8652.47,250,0,468,0,9239.69
010067A2BED2C90F73742B779C50BF39,1,10,74,2,502.98,5,9,1922.19,500,.92,0,2852.95,135,0,177,0,3892.64
012B6EFB5D69503325C8D1A8B782549461700D5D0C433BD4B6EDE380221FB2C1,1,10,60,2,530.6,5,7,2270.58,400,.96,0,932.75,120,0,64,0,2477.86
014C100A97F43FDFBCC198C68397AFB25FCCFB1BCB003B477502F5925956CA39,0,10,49,1,700,5,11,227.26,600,.85,0,2045.3,0,0,198,0,1360.2
016DFA77C659DF3028E84917C6FEB4A753026C3A8E6B35C5C749CD2CB772C095,1,10,64,1,782.1,5,13,927.86,500,.92,1,3784.08,0,0,116,0,3847.04
016F8DDB2E4ADCAE7166CD32B2D7E11E3F1D479D11DF31F1A915C409ACFC9260,1,99,54,2,911.25,5,9,1911.8,350,.96,0,1490.35,121.5,0,64.8,0,2861.41
0199C461C0DE646A53FC09B4A500BAF174649DB926DD622C1486C0AE6F5FC44E,1,62,79,1,691.38,5,7,1140.8,400,.92,1,3768.79,105,0,232,0,4240.28
019FA2EFB23514D74B8B127CB0C74718303008ED162693691E8503F42F295467,0,10,54,1,1156.33,5,4,852.06,500,.9,0,2141.5,67.5,0,35,0,2158.34
01A269379AF55186DE9C05E1E0F5A04D8CEE3FA749C3C583A321E7BEE8FB9B11,1,10,83,1,352.14,5,3,294.58,400,.96,0,1303.12,40.5,0,28.8,0,1164.56
01A7A416ABC088CCC81D703891D62428F30D18367EDB6D65AF041D6491851752,1,99,56,2,845.5,5,12,1965.6,300,.96,0,1706.4,117,0,93.6,0,3272.94
01D58D2D03B0D0C1CDA5B3B091BD06EF,1,99,57,2,562.4,5,35,6419.95,600,.88,0,17047.31,150,0,554,0,18440.1
01E0EB0AF077BC628EE3730E0391BA7920007CB82B14204A2812BF7D1D3BCEA4,0,30,50,1,3748.33,5,14,47.55,500,.9,0,2447.1,126,0,100.8,0,1847.77
01E1FEB126E32F42CE5859461BA1B8FF66F65DCAD04B4ADF5D86D8DD3F4A7386,1,30,69,1,1218.4,5,13,919.29,450,.92,1,4307.5,390,0,104,0,4391.04
