2006,196339,52734,163,249236,0.79,0.21,0.00
2007,207162,60669,132,267963,0.77,0.23,0.00
2008,233588,56249,332,290169,0.81,0.19,0.00
2009,274573,63074,455,338102,0.81,0.19,0.00
2010,297393,63632,1400,362425,0.82,0.18,0.00
2011,311946,73477,2650,388073,0.80,0.19,0.01
2012,305665,111890,5565,423120,0.72,0.26,0.01
2013,319451,121452,5751,446654,0.72,0.27,0.01
2014,356180,97627,3374,457181,0.78,0.21,0.01
2015,352843,86658,3667,443168,0.80,0.20,0.01
